GEOID,tract_name,median_household_income,total_households,households_no_vehicle,poverty_rate,no_vehicle_share
1400000US36085021300,,103992,1558,305,14.4,0.19576379974326058
1400000US36085022300,,64964,1065,233,17.1,0.2187793427230047
1400000US36085022601,,104385,2558,272,4.4,0.10633307271305707
1400000US36085022602,,,717,52,26.4,0.07252440725244072
1400000US36085022801,,,10,0,0.0,0.0
1400000US36085022802,,,0,0,,
1400000US36085023100,,86589,1529,265,16.0,0.17331589274035317
1400000US36085023900,,66833,1044,177,10.9,0.16954022988505746
1400000US36085024401,,176363,1863,46,1.9,0.024691358024691357
1400000US36085024402,,131042,1784,134,5.5,0.07511210762331838
1400000US36085024700,,79833,878,141,10.4,0.16059225512528474
1400000US36085024800,,131745,1774,186,12.2,0.10484780157835401
1400000US36085025100,,109494,2070,142,8.3,0.06859903381642513
1400000US36085027301,,116181,1533,166,9.5,0.10828440965427266
1400000US36085027302,,106979,1240,142,11.3,0.11451612903225807
1400000US36085027702,,88295,2862,451,14.2,0.15758211041229908
1400000US36085027704,,82315,1535,189,19.3,0.12312703583061889
1400000US36085027705,,99803,1953,54,6.8,0.027649769585253458
1400000US36085027706,,60781,1128,202,29.2,0.17907801418439717
1400000US36085027900,,167934,643,3,6.3,0.004665629860031105
1400000US36085029102,,123393,1083,41,4.8,0.03785780240073869
1400000US36085029104,,97412,2293,261,13.9,0.11382468382032272
1400000US36085029105,,118597,1585,128,6.9,0.08075709779179811
1400000US36085029106,,75347,1002,142,13.7,0.14171656686626746
1400000US36085030301,,118913,1914,172,5.3,0.08986415882967608
1400000US36085030302,,89917,2091,225,9.9,0.10760401721664276
1400000US36085031901,,51743,1214,735,37.4,0.6054365733113674
1400000US36085031902,,92083,1571,532,20.5,0.33863781031190326
1400000US36085032300,,79688,437,90,11.3,0.20594965675057209
1400000US36085990100,,,0,0,,
